/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_20_248.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_20_248.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_20_248.jpg, 0, 0, 0, 7.799138E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_20_361.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_20_361.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_20_361.jpg, 0, 0, 0, 7.808614E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_20_468.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_20_468.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_20_468.jpg, 0, 0, 0, 8.067649E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_20_573.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_20_573.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_20_573.jpg, 0, 0, 0, 8.030695E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_20_677.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_20_677.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_20_677.jpg, 0, 0, 0, 7.774914E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_20_792.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_20_792.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_20_792.jpg, 0, 0, 0, 7.879859E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_20_893.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_20_893.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_20_893.jpg, 0, 0, 0, 7.896883E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_000.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_000.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_000.jpg, 0, 0, 0, 7.807794E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_107.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_107.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_107.jpg, 0, 0, 0, 7.806016E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_213.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_213.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_213.jpg, 0, 0, 0, 7.967352E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_324.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_324.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_324.jpg, 0, 0, 0, 7.811226E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_431.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_431.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_431.jpg, 0, 0, 0, 7.902718E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_539.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_539.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_539.jpg, 0, 0, 0, 8.113481E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_639.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_639.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_639.jpg, 0, 0, 0, 7.776973E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_743.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_743.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_743.jpg, 0, 0, 0, 8.084031E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_852.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_852.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_852.jpg, 0, 0, 0, 7.857029E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_21_954.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_21_954.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_21_954.jpg, 0, 0, 0, 8.063492E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_22_065.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_22_065.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_22_065.jpg, 0, 0, 0, 7.790073E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_22_169.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_22_169.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_22_169.jpg, 0, 0, 0, 7.833941E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_22_279.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_22_279.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_22_279.jpg, 0, 0, 0, 7.933285E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_23_173.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_23_173.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_23_173.jpg, 0, 0, 0, 7.826065E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_23_276.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_23_276.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_23_276.jpg, 0, 0, 0, 7.851499E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_23_382.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_23_382.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_23_382.jpg, 0, 0, 0, 8.038928E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_23_486.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_23_486.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_23_486.jpg, 0, 0, 0, 8.165417E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_23_589.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_23_589.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_23_589.jpg, 0, 0, 0, 7.811709E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_23_695.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_23_695.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_23_695.jpg, 0, 0, 0, 7.96589E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_23_799.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_23_799.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_23_799.jpg, 0, 0, 0, 7.820353E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_23_902.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_23_902.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_23_902.jpg, 0, 0, 0, 7.859215E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_010.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_010.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_010.jpg, 0, 0, 0, 8.125875E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_119.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_119.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_119.jpg, 0, 0, 0, 8.064943E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_221.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_221.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_221.jpg, 0, 0, 0, 7.805573E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_324.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_324.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_324.jpg, 0, 0, 0, 7.953139E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_434.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_434.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_434.jpg, 0, 0, 0, 7.873081E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_535.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_535.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_535.jpg, 0, 0, 0, 7.819274E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_648.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_648.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_648.jpg, 0, 0, 0, 7.794219E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_750.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_750.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_750.jpg, 0, 0, 0, 7.767525E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_857.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_857.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_857.jpg, 0, 0, 0, 7.786942E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_24_959.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_24_959.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_24_959.jpg, 0, 0, 0, 7.854195E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_25_060.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_25_060.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_25_060.jpg, 0, 0, 0, 7.786949E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_25_160.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_25_160.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_25_160.jpg, 0, 0, 0, 7.866631E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_25_266.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_25_266.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_25_266.jpg, 0, 0, 0, 8.035517E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_25_371.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_25_371.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_25_371.jpg, 0, 0, 0, 7.840144E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_25_473.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_25_473.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_25_473.jpg, 0, 0, 0, 7.806129E-05
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_25_584.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_25_584.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_25_584.jpg, 0, 0.3152461, 0, 0.2397489
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_25_695.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_25_695.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_25_695.jpg, 0, 0.657654, 0, 0.8565267
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_25_795.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_25_795.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_25_795.jpg, 0, 0.9180543, 0, 1.818011
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_25_903.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_25_903.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_25_903.jpg, 0, 1, 0, 3.246542
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_26_009.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_26_009.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_26_009.jpg, 0, 1, 0, 4.419223
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_26_114.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_26_114.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_26_114.jpg, 0, 1, 0, 5.580805
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_26_215.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_26_215.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_26_215.jpg, 0, 1, 0, 6.731242
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_26_317.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_26_317.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_26_317.jpg, -0.1771345, 1, 0, 8.088843
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_26_431.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_26_431.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_26_431.jpg, -0.4255621, 1, 0, 9.161672
/media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/center_2018_12_13_08_14_26_531.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/left_2018_12_13_08_14_26_531.jpg, /media/jpalves/Trabalho/Desktop/Unity/Default Linux desktop Universal_Data/IMG/right_2018_12_13_08_14_26_531.jpg, -0.1623659, 1, 0, 10.27925
